供应商名称,诚信通年数,诚信等级,累计成交数,累计买家数,重复购买率,退货率,产品名称,产品价格,产品评论量,产品评论等级,产品交易量,产品网址
西安市雁塔区晨钟响百货商贸店,1,BBB级,269,217,5.58%,16.00%,【无重影不贴膜】车载高清抬头显示器汽车通用型智能HUD光学投影,151.04,0,0.0,0,https://detail.1688.com/offer/610090593094.html
诸暨市奇锋百货商行,1,BBB级,61,58,5.66%,36.00%,显示器倒车视频高清7寸吸盘车载倒车影像显示屏4.3寸货车监控屏,64.00,0,0.0,0,https://detail.1688.com/offer/588316842002.html
润州区核达青贸易商行,1,BBB级,91,83,7.41%,26.00%,4.3寸车载显示器汽车DVD小电视高清视频显示屏机顶盒货车影像,62.35,0,0.0,0,https://detail.1688.com/offer/594862360904.html
昆山市千灯镇多心亚服装店,1,BBB级,76,65,9.38%,4.00%,4.3寸车载显示器汽车DVD小显示屏高清视频电视机顶盒货车倒车影像,49.40,0,0.0,0,https://detail.1688.com/offer/606970122629.html
深圳市世静科技有限公司,5,A级,15,8,62.50%,0.00%,15寸网络版车载式广告机汽车客车地铁显示器长途车出租网络广告机,960.00,0,0.0,0,https://detail.1688.com/offer/529716680253.html
深圳市安贝诺尔科技有限公司,7,A级,8,5,40.00%,11.00%,17寸液晶车载显示器多功能监控显示屏可接摄像头厂家直销,730.00,0,0.0,0,https://detail.1688.com/offer/553345920191.html
深圳中硕光电科技有限公司,7,AA级,2,1,100.00%,0.00%,TM4C1218车载监控工业显示器12寸4分屏液晶监视器自带分割功能,1250.00,0,0.0,0,https://detail.1688.com/offer/521843376456.html
深圳市智显通科技有限公司,2,A级,7,4,50.00%,0.00%,21.5寸高清客车汽车火车公交车专用车载显示器车载广告机厂家直销,1100.00,0,0.0,0,https://detail.1688.com/offer/581994653587.html
深圳市速飞达科技有限公司,5,A级,20,13,38.46%,0.00%,专业生产8.4寸车载显示器VGA+HDMI可触摸可当监视器,310.00,0,0.0,0,https://detail.1688.com/offer/522117713526.html
深圳市大帝金茂实业有限公司,3,AA级,207,36,22.22%,5.00%,LCM图形点阵液晶显示屏手持仪器医疗设备车载音响显示屏,30.00,0,0.0,0,https://detail.1688.com/offer/553598300274.html
深圳市希望之星显示科技开发有限公司,4,A级,45,36,16.67%,2.00%,9.2寸四画面车载监视器4BNC/VGA倒车后视车载显示器抬头显示器,550.00,0,0.0,0,https://detail.1688.com/offer/553491699475.html
深圳市显恒科技有限公司,7,AA级,14,11,27.27%,19.00%,群创12.1液晶显示屏工业液晶屏定制车载显示器lcd数码显示屏,650.00,0,5.0,0,https://detail.1688.com/offer/524642796499.html
深圳市一众科技有限公司,6,A级,1,1,0.00%,0.00%,4.3寸竖屏480*800RGB接口520亮度lcd液晶显示屏车载设备仪器,108.00,0,0.0,0,https://detail.1688.com/offer/590338845125.html
广州道影电子科技有限公司,3,A级,5,5,0.00%,280.00%,厂家直销马自达阿特兹CX-5汽车安卓大屏车载GPS导航仪显示器,600.00,0,5.0,0,https://detail.1688.com/offer/543724441502.html
深圳市为宇液晶科技有限公司,5,AA级,7,6,16.67%,0.00%,LCD液晶屏5寸车载显示屏5寸TFT液晶屏5寸车载显示器厂家,50.00,0,0.0,0,https://detail.1688.com/offer/524938964328.html
深圳市蓝显电子科技有限公司,6,A级,2,2,0.00%,33.00%,7寸倒车可视四画面分割7寸车载显示器四路摄像头视频监控显示器,199.00,0,5.0,0,https://detail.1688.com/offer/41186293207.html
深圳市大帝电子有限公司,2,AA级,23,15,20.00%,0.00%,LCM图形点阵液晶显示屏手持仪器医疗设备车载音响显示屏批发,30.00,0,0.0,0,https://detail.1688.com/offer/558708467157.html
广州市白云区人和全触通电子厂,10,AA级,12,3,33.33%,0.00%,【精品热卖】车载显示器触摸屏8.5寸电阻式触摸屏,50.00,0,0.0,0,https://detail.1688.com/offer/532906358588.html
东莞市思胤电子科技有限公司,1,BBB级,4,2,100.00%,0.00%,7寸台式无线显示器无线车载12V-24货车摄像头后视系统车用摄像头,249.00,0,0.0,0,https://detail.1688.com/offer/591505510851.html
东莞市高扬电子科技有限公司,3,BBB级,19,14,21.43%,0.00%,车载显示器导航铃木天语尚悦锐骑专用安卓4核大屏导航一体机,750.00,1,5.0,0,https://detail.1688.com/offer/565629098667.html
广州多丰电子有限公司,11,A级,8,7,14.29%,11.00%,三代05-14款比亚迪F3大屏汽车导航面框大屏导航车载显示器,38.00,0,0.0,0,https://detail.1688.com/offer/591609965447.html
深圳市程鑫光电有限公司,6,AA级,14,9,55.56%,0.00%,车载显示器冰箱LCD液晶屏定制各类装置LCD液晶显示屏,1.50,0,0.0,0,https://detail.1688.com/offer/42853539634.html
深圳市其右智能科技有限公司,2,AA级,942,203,56.65%,1.00%,车载蓝牙MP5汽车MP5倒车影像大屏显示器车载播放器量大优惠4011B,150.00,0,0.0,0,https://detail.1688.com/offer/569352526064.html
深圳市远誉商务有限公司,5,AA级,0,0,0.00%,0.00%,全新原包10寸车载显示器液晶屏幕电脑显示屏HSD100IFW4-A00,190.00,0,0.0,0,https://detail.1688.com/offer/526224403636.html
深圳市福田区太平洋安防通讯市场松日通电子经营部,5,AA级,4,3,33.33%,0.00%,7寸触摸后视镜显示器*车载显示器*倒车显示器*后视镜,160.00,0,0.0,0,https://detail.1688.com/offer/546671734297.html
深圳富威德科技有限公司,5,A级,129,25,40.00%,0.00%,富威德FEELWORLD8寸触摸液晶显示器车载触摸电脑显示屏FW819AHT,968.00,0,0.0,0,https://detail.1688.com/offer/543362250158.html
深圳市奥迈和电子有限公司,12,A级,0,0,0.00%,0.00%,奥迈和专业生产壁挂/车载/落地一体机/触摸显示器，42寸广告机。,4200.00,0,0.0,0,https://detail.1688.com/offer/43079143059.html
广州策掠电子科技有限公司,4,A级,11,2,100.00%,0.00%,大巴监控宽电压显示器倒车显示器7寸高清显示器24V车载监控,300.00,0,0.0,0,https://detail.1688.com/offer/531234339878.html
深圳市世同创科技有限公司,1,A级,2,1,100.00%,0.00%,7寸LCD显示屏+LED摄像头车载显示器货车泥头车客车倒车显示屏,78.00,0,0.0,0,https://detail.1688.com/offer/600190048865.html
深圳市爱科声电子有限公司,2,BBB级,0,0,0.00%,100.00%,电自动翻转15寸吸顶车载液晶显示器车载电视可接车载DVD导航,1850.00,0,0.0,0,https://detail.1688.com/offer/567763545371.html
深圳顺华利电子有限公司,3,A级,73,24,29.17%,1.00%,高清9寸车载显示器9.7寸液晶显示屏车载液晶监视器显微镜显示屏,350.00,0,0.0,0,https://detail.1688.com/offer/585856852418.html
深圳市中迈尔汽车电子有限公司,12,AA级,35,2,50.00%,3.00%,10.4寸行业工控防水按键车载显示器4线电阻式触摸屏显示器,1980.00,0,0.0,0,https://detail.1688.com/offer/42263142984.html
广州德雅电子有限公司,1,BBB级,347,331,0.00%,0.00%,【德雅厂家】直供可定制吊顶壁挂高清显示器多媒体语音车载广告机,500.00,0,0.0,0,https://detail.1688.com/offer/592491620463.html
深圳市海洋星电子科技有限公司,2,A级,9,7,28.57%,0.00%,外贸7寸汽车音响高清1080P车载双定MP5通用机液晶显示器USB/SD卡,122.00,0,0.0,0,https://detail.1688.com/offer/572558364826.html
广州冠泽信息科技有限公司,2,A级,61,32,31.25%,0.00%,19寸17寸22寸液晶车载显示器广告机公交车大巴客车电视LED播放器,2150.00,0,0.0,0,https://detail.1688.com/offer/599055816050.html
深圳京广视迅科技有限公司,2,BBB级,1,1,0.00%,0.00%,厂家直销液晶监控器车载液晶监控器高清监控显示器,750.00,0,0.0,0,https://detail.1688.com/offer/573919176367.html
深圳市易行时代科技有限公司,4,A级,0,0,0.00%,100.00%,汽车用品车载HUD抬头显示器创意汽车电子显示器hud车速GPS投影器,188.00,0,5.0,0,https://detail.1688.com/offer/554983786699.html
南京野火汽车用品有限公司,6,AA级,671,40,42.50%,3.00%,汽车抬头显示器HUD高清无重影汽车通用车载HUD显示器速度投影仪,238.00,0,0.0,0,https://detail.1688.com/offer/587148288038.html
铭图视界（厦门）科技有限公司,1,A级,14,8,25.00%,0.00%,视瑞特7寸USB液晶触摸显示器适合医疗办公车载工控领域可选屏幕,560.00,0,0.0,0,https://detail.1688.com/offer/588009599444.html
深圳市骏峰电子有限公司,1,A级,4,3,33.33%,20.00%,亚马逊Ebay角度修正零误报LED月牙显示器车载倒车前置雷达传感器,125.00,0,0.0,0,https://detail.1688.com/offer/605491266364.html
深圳市懂你时尚科技有限公司,2,BBB级,21,6,50.00%,0.00%,车载倒车7寸大客货车两路、四路360度、记录仪高清AVVGA显示器,95.00,0,0.0,0,https://detail.1688.com/offer/577058704156.html
深圳市安锐鑫科技有限公司,3,AA级,2,2,0.00%,0.00%,高清7寸IPS车载显示器监控显示器倒车屏大巴货车收割机监视器24V,180.00,0,0.0,0,https://detail.1688.com/offer/602809983865.html
北京觅元数字技术有限公司,2,BBB级,0,0,0.00%,0.00%,[一件代发]带导航车载高清hud抬头显示器汽车车速OBD悬浮投影仪,330.00,0,0.0,0,https://detail.1688.com/offer/600793868105.html
深圳市福田区正和电子商行,3,AA级,119,30,66.67%,1.00%,适用萨博9-3车液晶显示屏SAAB93LCD车用液晶屏显示器车载屏,220.00,0,0.0,0,https://detail.1688.com/offer/571284622997.html
广州粤明电子科技有限公司,1,BBB级,2,2,0.00%,33.00%,4.3寸车载显示器台式高清显示屏两路AV输入倒车影像显示器,37.00,0,0.0,0,https://detail.1688.com/offer/603668251576.html
深圳市睿霆科技有限公司,2,A级,327,176,24.57%,9.00%,专利HUD抬头显示器OBD汽车车载显示屏车速投影仪护航者i9厂家直销,268.00,0,0.0,0,https://detail.1688.com/offer/599003772365.html
深圳市龙岗区译云科技商行,2,A级,1012,253,47.81%,4.00%,汽车双锭mp5车载触摸屏高清双锭mp5显示器7寸双锭车载mp5,160.00,0,0.0,0,https://detail.1688.com/offer/568439670556.html
深圳市瑀登科技有限公司,9,BBB级,0,0,0.00%,0.00%,5寸2.4G数字无线车载视频显示器,479.00,0,0.0,0,https://detail.1688.com/offer/601022252937.html
深圳市天普达科技有限公司,8,AA级,4,4,0.00%,0.00%,车载7寸专用监视器车载专用液晶显示屏公交大巴货车液晶显示器,210.00,0,0.0,0,https://detail.1688.com/offer/1176687325.html
广州蓝驰汽车用品有限公司,9,AAA级,1,1,0.00%,0.00%,7寸四分屏显示器车载7寸高清数字屏4分割器各种特种车农用机械,520.00,0,0.0,0,https://detail.1688.com/offer/1297460279.html
深圳市盛顺宇科技有限公司,1,BBB级,28,17,23.53%,0.00%,4.3寸车载显示器台式高清倒车影像优先小车大车12v/24v监控通用,38.00,3,5.0,0,https://detail.1688.com/offer/601529351281.html
广州联电照明电子有限公司,11,AA级,109,21,52.38%,1.00%,工厂供应HUD抬头显示器OBD车载行车安全投影仪表成像器,599.00,0,0.0,0,https://detail.1688.com/offer/574958795557.html
深圳市图尔克视频技术有限公司,2,A级,0,0,0.00%,0.00%,新款行车记录仪高清夜视360全景监控记录仪前后隐藏车载显示器,800.00,0,0.0,0,https://detail.1688.com/offer/563955947506.html
广州天河永福汽配城天茂汽车用品行,11,AA级,82,30,53.33%,2.00%,车载4.3寸折叠显示屏折叠显示器,90.00,0,5.0,0,https://detail.1688.com/offer/38729934102.html
厦门市湖里区程辉汽车电器厂,6,BBB级,11,3,33.33%,0.00%,里程表、车速显示器车载里程器、客车里程器,240.00,0,0.0,0,https://detail.1688.com/offer/582433353880.html
深圳市骏衡科技开发有限公司,5,A级,501,149,46.31%,3.00%,7寸高清TFT车载MP5播放器蓝牙免提汽车MP5插卡机显示器倒车影像,210.00,0,0.0,0,https://detail.1688.com/offer/593291233022.html
杭州途喜设计有限公司,2,AA级,200,85,29.41%,3.00%,车载多功能抬头显示器汽车改装通用型OBD智能显示器高清HUD投影仪,97.00,0,0.0,0,https://detail.1688.com/offer/586462959089.html
深圳市玖棵树科技有限公司,3,A级,154,34,41.18%,6.00%,汽车通用头枕屏后排娱乐系统车载电视高清后座安卓视频播放显示器,1399.00,0,0.0,0,https://detail.1688.com/offer/603898039834.html
深圳市辽航科技有限公司,9,AA级,215,48,45.83%,0.00%,4.3寸车载后视镜显示屏超溥高清显示屏倒车后视显示器,68.00,0,0.0,0,https://detail.1688.com/offer/572939497844.html
深圳市保实安科技有限公司,8,AA级,25,11,27.27%,7.00%,9寸高清车载LED显示屏车载显示器倒车优先显示厂家直接供货,200.00,0,0.0,0,https://detail.1688.com/offer/524797536808.html
润州区雾之然百货商行,1,BBB级,132,120,6.25%,13.00%,阿特视HUD抬头显示器智能车载OBD汽车投影平视高清GPS导航电子狗,1552.00,0,0.0,0,https://detail.1688.com/offer/590340199203.html
深圳维斯克科技有限公司,3,AAA级,2501,1072,26.55%,4.00%,手机车载后座支架汽车座椅后枕手机平板防滑懒人伸缩支架,18.00,116,5.0,36,https://detail.1688.com/offer/569625702861.html
深圳市勃豪通科技有限公司,6,A级,16832,5154,17.33%,5.00%,跨境爆款车载重力支架无线充智能伸缩支架汽车出风口车载手机支架,68.00,0,0.0,0,https://detail.1688.com/offer/586078348403.html
深圳市裕程科技有限公司,4,AAA级,2377,850,29.24%,2.00%,中控台吸盘出风口两用全自动伸缩感应手机支架车载无线充电动支架,65.00,48,5.0,1,https://detail.1688.com/offer/583779010716.html
义乌市楷元科技有限公司,2,AA级,1536,532,29.90%,2.00%,sumitap新款无线充电镜面车载支架红外感应出风口手机无线充支架,88.00,0,0.0,30,https://detail.1688.com/offer/609323381162.html
广州市合子科技有限公司,11,A级,355,138,30.08%,3.00%,多功能创意椭圆车载手机支架通用全合金出风口三合一手机指环扣,3.80,39,5.0,16024,https://detail.1688.com/offer/605432146935.html
深圳市卡莱星科技有限公司,8,AA级,13034,1713,34.71%,6.00%,倍思智能车载支架无线充出风口手机导航车架红外感应支架,94.50,427,5.0,16,https://detail.1688.com/offer/577441684720.html
深圳市博睿奇贸易有限公司,3,AA级,6795,2792,18.37%,5.00%,多功能金属车载重力支架出风口导航手机支架汽车用品自动感应支架,66.00,3,5.0,5,https://detail.1688.com/offer/600732222017.html
广州小仓鱼科技有限公司,2,A级,451,158,29.75%,11.00%,倍思智能车载支架无线充红外线感应车载支架手机通用导航支架,129.00,9,5.0,32,https://detail.1688.com/offer/577662352264.html
深圳市加乐欣科技有限公司,4,AA级,308,123,46.34%,0.00%,自行车手机支架新款创意车载导航支架360度旋转绑带防摔骑行装备,13.00,11,5.0,0,https://detail.1688.com/offer/564968655973.html
广州冠素格科技有限公司,3,AA级,715,387,17.74%,2.00%,yesido车载手机支架出风口重力支架10w快充无线充支架厂家定制,55.00,8,5.0,0,https://detail.1688.com/offer/554668936514.html
深圳市龙华新区优品汇聚电子厂,5,AAA级,3865,1774,25.71%,3.00%,磁吸车载手机支架创意360度出风口磁性导航多功能吸附式手机支架,4.70,54,4.8,613,https://detail.1688.com/offer/558583427950.html
深圳市阿米巴塑胶科技有限公司,4,A级,296,78,42.31%,1.00%,创意新品盔甲出风口车载支架触控一体智能收缩手机支架,40.00,0,0.0,4,https://detail.1688.com/offer/592822224589.html
深圳市智高翔科技发展有限公司,10,AA级,20,12,25.00%,0.00%,途安安黑骑士2合1智能感应车载手机无线充支架电动通用手机支架,79.80,12,5.0,11,https://detail.1688.com/offer/590227865298.html
中山市三乡镇乐途摄影器材厂,6,AAA级,459,132,34.09%,1.00%,熙码萌宠车载手机支架出风口卡扣式车内车载机械支撑导航支架,27.00,0,0.0,0,https://detail.1688.com/offer/592057998702.html
深圳市智猫创新科技有限公司,2,A级,116,54,28.30%,1.00%,车载无线充电支架重力感应无线充电器原创车载无线充电手机支架,56.00,69,5.0,97,https://detail.1688.com/offer/569371981880.html
深圳市新迈创业科技有限公司,3,A级,631,130,27.69%,3.00%,倍思金属时代车载重力支架出风口手机导航支架创意式手机支架,49.00,237,4.9,30,https://detail.1688.com/offer/584570456883.html
深圳市礼悦科技有限公司,2,AA级,868,244,24.35%,1.00%,创意车载重力手机支架三脚强劲稳固汽车出风口重力支架一件代发,10.28,33,5.0,23,https://detail.1688.com/offer/596323977487.html
深圳市迈维森科技有限公司,3,AAA级,608,391,26.30%,4.00%,大眼娃蛙指环扣支架手机车载磁吸支架金属可爱女卡通懒人支架,6.50,290,5.0,15,https://detail.1688.com/offer/569211624635.html
深圳市天泓嘉承科技有限公司,6,AA级,493,233,34.96%,1.00%,跨境外贸后枕挂钩车载手机支架汽车靠背椅后座旋转磁吸平板底座,14.00,74,5.0,2,https://detail.1688.com/offer/562603290192.html
深圳市拓辉电子有限公司,2,A级,373,238,19.82%,1.00%,厂家批发自行车摩托车触摸屏防水包手机支架户外导航车载手机架,11.80,0,0.0,0,https://detail.1688.com/offer/591409592169.html
深圳秦宇移动数码科技有限公司,3,AA级,782,311,26.26%,6.00%,出风口手机支架车载手机支架新款重力车载手机支架汽车创意支架,13.00,49,4.7,10,https://detail.1688.com/offer/591564759022.html
深圳市龙岗区横岗建辉达塑胶电子厂,11,AA级,128,87,14.94%,4.00%,新款通用电动自行车单车车载支架摩托山地车手机GPS单车车载支架,13.00,1,5.0,0,https://detail.1688.com/offer/536023341737.html
阳江市江城区粤轩塑料制品厂,5,A级,44,31,25.81%,0.00%,汽车手机导航仪支架手机车载固定支架便捷车载支架批发,12.00,0,5.0,0,https://detail.1688.com/offer/533921670349.html
深圳市优捷虎电子科技有限公司,3,AA级,2546,641,32.54%,3.00%,亚马逊新品仪表台车载手机架hud卡扣式车内夹子旋转导航手机支架,7.48,2196,5.0,3119,https://detail.1688.com/offer/580253703270.html
深圳市雷米新能源科技有限公司,6,AA级,201,78,50.00%,2.00%,新品车载手机平板电脑支架赛鲸T55车载后座支架跨境热销产品,51.00,0,0.0,0,https://detail.1688.com/offer/594919905510.html
深圳市光明区腾凡电子厂,3,AA级,6080,4718,16.41%,2.00%,创意金属车载手机支架汽车出风口重力通用型车载支架手机支架,13.00,18,4.9,0,https://detail.1688.com/offer/591581536517.html
深圳市宇思岸电子有限公司,10,AA级,43,18,22.22%,0.00%,乐益车载手机支架汽车出风口重力手机支架多功能卡扣导航支撑夹子,29.80,1,5.0,420,https://detail.1688.com/offer/578039214856.html
漳浦普恩电子有限公司,6,AA级,1243,298,40.00%,2.00%,创意汽车后视镜导航手机座360度旋转通用型车载手机支架厂家直销,9.00,25,5.0,77,https://detail.1688.com/offer/562254606134.html
深圳市慧柏塑胶电子有限公司,6,AAA级,68,38,31.58%,1.00%,车载手机支架无线充电支架桌面无线充CD口无线充,36.00,39,5.0,0,https://detail.1688.com/offer/561767180219.html
深圳市创盛威达科技有限公司,3,AA级,935,288,45.14%,1.00%,新款2018支架鳄鱼嘴夹创意懒人车载桌面手机支架河马嘴型手机支架,7.06,16,5.0,317,https://detail.1688.com/offer/547571968347.html
深圳市驰澎电子有限公司,5,AAA级,11814,7745,13.50%,4.00%,新款车载出风口金属重力支架汽车手机支架自动导航仪支架可定制,20.00,4,4.0,5,https://detail.1688.com/offer/548222804952.html
汕头市澄海区力辉五金工具店,4,AA级,1003,581,20.83%,2.00%,车载手机重力支架空调出风口吸盘通用多功能汽车导航支架,8.00,2273,5.0,3963,https://detail.1688.com/offer/570153529987.html
东莞市久雅汽车用品有限公司,3,A级,129,48,52.08%,0.00%,车载八爪鱼支架便携手机微单相机章鱼自拍支架创意桌面懒人支架,13.90,1,5.0,0,https://detail.1688.com/offer/599998403144.html
深圳市广交润博科技有限公司,3,A级,758,435,27.23%,3.00%,通用出风口重力感应车载手机支架万能汽车导航礼品定制车载支架,11.00,0,0.0,0,https://detail.1688.com/offer/588921733703.html
深圳市创佳通科技有限公司,7,AA级,411,116,43.97%,0.00%,AIXYAN新款车载手机支架创意磁吸任意贴中控台粘贴手机支架,9.90,0,0.0,6089,https://detail.1688.com/offer/607436499374.html
深圳市安耐佳电子有限公司,5,AA级,88,38,29.73%,7.00%,厂家直销亚马逊爆款抖音同款智能感应电动伸缩无线充车载手机支架,65.50,0,0.0,30,https://detail.1688.com/offer/594956966305.html
济南槐荫牛玲玲饰品商行,4,AA级,320,249,18.37%,2.00%,新款车载手机支架汽车用空调出风口手机座多功能磁铁导航通用,6.90,115,5.0,530,https://detail.1688.com/offer/557843775138.html
深圳市联峰科技有限公司,2,A级,73,62,18.33%,1.00%,厂家直销可伸缩多功能车载手机支架四色可选前挡玻璃吸盘机械臂,3.80,11,5.0,0,https://detail.1688.com/offer/583914761387.html
深圳市宝安区嘉讯缘数码配件厂,4,AA级,435,155,33.33%,1.00%,手机汽车支架磁铁金属磁吸力新款磁性车载手机支架可定制LOGO,10.89,130,4.9,0,https://detail.1688.com/offer/538997103529.html
深圳市慕旅科技有限公司,3,A级,247,114,38.94%,2.00%,2018新款红外感应智能无线充车载手机支架二合一手机支架工厂直销,75.92,3,5.0,0,https://detail.1688.com/offer/582180450393.html
深圳市龙岗区捷昌鸿电子厂,5,AAA级,273,113,40.18%,1.00%,磁吸车载手机支架出风口多功能360度导航手机支架懒人支架,7.80,0,0.0,0,https://detail.1688.com/offer/576881766256.html
深圳市兰保斯科技有限公司,8,AAA级,1134,475,33.19%,3.00%,重力车载手机支架自由伸缩铝合金手机支架汽车磁铁手机支架,19.00,65,4.9,60,https://detail.1688.com/offer/578439999827.html
深圳市龙岗区明之瑞五金塑胶制品厂,4,AA级,185,87,43.68%,0.00%,厂家批发汽车后视镜车载手机支架货车通用车载手机导航支架定制,13.50,55,5.0,5,https://detail.1688.com/offer/553639693086.html
汕头市澄海区沃诺五金塑胶制造厂,6,AAA级,2657,821,40.79%,2.00%,出风口车载手机支架吸盘式通用型多功能导航架汽车用品定LOGO,0.62,0,0.0,1845,https://detail.1688.com/offer/607464517159.html
深圳市高曐科技有限公司,2,A级,76,52,25.49%,1.00%,车载手机支架汽车仪表台中控手机支架旋转磁吸支架可折叠专利产品,12.50,1,5.0,900,https://detail.1688.com/offer/608572359960.html
深圳市龙岗区南湾赛拓数码配件制品厂,5,A级,43,21,38.10%,0.00%,气囊车载支架创意出风口挂钩手机支架360多功能车载支架厂家,7.80,2,5.0,2000,https://detail.1688.com/offer/566942396126.html
深圳市福田区斯洛文电子商行,4,AA级,719,527,9.13%,2.00%,360度旋转出风口粘贴式手机支架铝合金磁吸车载懒人手机支架,3.70,0,0.0,0,https://detail.1688.com/offer/591174477402.html
深圳市福田区沙井优星牛电子数码商行,4,AA级,1559,634,31.73%,4.00%,厂家直销创意HUD高清车载手机支架无线充抬头显导航投影仪,17.00,0,0.0,0,https://detail.1688.com/offer/589680273684.html
深圳市宝安区华强博越电子商务商行,4,AA级,397,217,31.94%,3.00%,手机支架汽车车载导航支架磁铁支架强磁手机金属汽车车载支架,9.50,0,0.0,3,https://detail.1688.com/offer/604111321549.html
深圳市安顺昌科技有限公司,6,AAA级,851,207,34.48%,5.00%,工厂直销创意车载手机支架出风口手机支架重力车载手机支架,26.00,6,5.0,15505,https://detail.1688.com/offer/605716849807.html
深圳魅力宝科技有限公司,5,AAA级,13890,8185,17.82%,4.00%,全金属汽车支架重力车载支架创意通用风出口导航仪车载手机支架,23.00,3,4.3,2,https://detail.1688.com/offer/587391616015.html
深圳市龙华新区大浪明奇数码配件厂,4,AA级,1445,1046,16.39%,3.00%,汽车磁铁支架铁片引磁片贴片引磁片车载手机支架引贴片小车懒人,0.10,424,5.0,1255,https://detail.1688.com/offer/578220245778.html
深圳市南山区腾巨达科技商行,4,A级,47,16,50.00%,4.00%,04车载导航手机支架汽车导航磁吸手机支架,9.00,0,0.0,0,https://detail.1688.com/offer/601769793069.html
深圳市倍特沃科技有限公司,6,A级,991,262,27.38%,1.00%,车载手机360旋转吸盘支架中控台硅胶强力吸盘汽车导航手机支架,9.00,150,5.0,47,https://detail.1688.com/offer/555819272634.html
绍兴市上虞区浩涵摄影器材厂,2,A级,249,117,30.43%,2.00%,批发车载磁吸手机支架车内汽车用手机支架磁铁导航支架磁性支架,8.80,5,5.0,0,https://detail.1688.com/offer/581096167327.html
深圳市星宇鑫科技有限公司,6,AAA级,658,375,25.00%,4.00%,磁性万能贴支架金属车载手机支架汽车磁铁吸手机导航通用支架,3.20,1,5.0,0,https://detail.1688.com/offer/565412947293.html
深圳市福田区钟世达数码商行,5,A级,408,114,35.51%,8.00%,新款车载手机支架通用汽车出风口重力支架多功能导航仪旋转款批发,9.50,0,0.0,34,https://detail.1688.com/offer/591728431046.html
深圳朗驭汽车用品有限公司,5,AA级,1176,822,14.82%,2.00%,车载无线充电手机支架汽车出风口重力智能感应手机导航快充支架,41.00,8,5.0,2034,https://detail.1688.com/offer/582246492800.html
深圳市福田区圣鹏通讯行,8,AAA级,371,164,34.76%,1.00%,埃普LP-3B车载支架手机支架通用型手机支架过桥式车载手机支架,26.00,5,5.0,0,https://detail.1688.com/offer/521904102879.html
深圳市雅典娜电子商务有限公司,5,A级,759,332,33.43%,4.00%,2016新款懒人手机指环支架脸谱指环支架车载支架厂家批发特价,1.15,17,5.0,280,https://detail.1688.com/offer/527894061160.html
深圳市敏之雅科技有限公司,4,AA级,369,158,31.65%,2.00%,车载平板电脑手机支架硅胶粘贴吸盘式仪表台出风口多功能导航支架,9.00,523,5.0,2253,https://detail.1688.com/offer/531659900278.html
台州市创越电子科技有限公司,7,A级,32,14,35.71%,16.00%,SP6纳米微吸迷你升级版手机支架车载支架优赞/YouCan官方新品,25.00,3,5.0,0,https://detail.1688.com/offer/525402582293.html
深圳市深投科技有限公司,2,A级,30,9,55.56%,0.00%,抖音爆款智能感应电动伸缩无线充车载手机支架无线快充手机支架,67.00,118,5.0,405,https://detail.1688.com/offer/577471614179.html
深圳市华鸿达塑胶制品有限公司,7,A级,26,8,75.00%,10.00%,手机/平板电脑双用车载头枕支架iMount车载后枕支架工厂直销,23.00,0,5.0,0,https://detail.1688.com/offer/43212475708.html
中山市风之传贸易有限公司,6,AAA级,932,216,47.69%,2.00%,车载手机支架万向磁力磁吸性车内水杯位大圆盘平板支撑导航驾,32.00,20,5.0,0,https://detail.1688.com/offer/587358118267.html
深圳市恒业辉科技有限公司,6,A级,182,118,28.21%,3.00%,新款10W快充出风口手机支架粘贴支架磁铁车载无线充支架,42.32,33,5.0,123,https://detail.1688.com/offer/583600805859.html
深圳同信达精密五金有限公司,6,AA级,1495,708,21.86%,5.00%,新款创意磁铁车载手机支架360旋转万能汽车gps导航车内出风口支架,12.50,67,5.0,0,https://detail.1688.com/offer/525287924576.html
深圳市福田区卡乐达通讯产品经营部,7,A级,81,34,32.35%,8.00%,自行车电动车摩托车支架防抖导航360度旋转自动锁车载手机支架,4.00,2,5.0,0,https://detail.1688.com/offer/547637028203.html
深圳市博美纳电子科技有限公司,3,A级,24,15,35.71%,0.00%,汽车用磁性出风口磁力强磁铁多功能通用变形金刚磁铁车载手机支架,8.50,6,5.0,0,https://detail.1688.com/offer/560734247644.html
深圳市万利莱科技有限公司,5,AA级,521,145,42.76%,3.00%,创意车载重力无线充电支架新款车用手机无线快充支架Qi标准通用,45.00,1,5.0,2,https://detail.1688.com/offer/576383609194.html
深圳市福田区澄得科技商行,4,BBB级,13,10,30.00%,43.00%,创意新款车载手机支架出风口重力手机支架卡扣式汽车一条金属支架,9.50,0,0.0,0,https://detail.1688.com/offer/599108876751.html
义乌市新快电子商务有限公司,5,AA级,2008,1130,28.10%,2.00%,360度旋转车载懒人手机支架车饰金蟾貔貅多功能磁性汽车导航支架,6.70,62,4.8,102,https://detail.1688.com/offer/546416363008.html
深圳市多芙实业有限公司,3,A级,11,10,10.00%,0.00%,新款智能自动感应无线充电器出风口通用车用车载快充手机支架,80.00,0,0.0,2,https://detail.1688.com/offer/595349081513.html
深圳市兴荣嘉科技有限公司,4,AAA级,1852,1095,25.94%,2.00%,09小关节手机支架车载手机支架汽车导航仪支架通用支架,15.00,116,5.0,0,https://detail.1688.com/offer/557391561763.html
